序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
506,688228,开普云,76.73,-11.43,4371.0,-5.07,-6.15,4260,-11.56,-6.57,4808,-6.99,IT服务Ⅱ
507,688221,前沿生物-U,19.8,-0.87,1915.0,-5.08,3.84,426,6.17,2.76,525,12.24,化学制药
508,688068,热景生物,75.54,-3.73,2718.0,-5.09,0.71,1369,-2.57,-2.12,3339,-4.32,医疗器械
509,688793,倍轻松,16.08,-0.99,1947.0,-5.13,1.51,1028,-4.63,0.94,1263,-8.43,小家电
510,688166,博瑞医药,34.59,-10.21,4432.0,-5.15,-7.1,4832,-19.95,-7.33,5249,-22.79,化学制药
511,688583,思看科技,89.39,-11.96,4480.0,-5.2,-2.09,2572,-12.65,-2.77,3429,11.46,通用设备
512,688133,泰坦科技,21.15,-7.35,3725.0,-5.2,1.43,1073,3.37,1.3,1056,13.28,化学制品
513,688112,鼎阳科技,70.06,-7.96,3881.0,-5.21,-0.61,2029,-10.19,1.45,992,-3.51,通用设备
514,688629,华丰科技,145.8,-7.3,3710.0,-5.25,-7.13,4841,-7.72,-3.44,4069,2.68,军工电子Ⅱ
515,688611,杭州柯林,71.04,16.13,70.0,-5.25,3.33,526,-9.62,1.2,1020,-2.55,电网设备
516,688805,健信超导,41.7,-22.13,5225.0,-5.29,-5.46,4024,-13.99,-6.08,4713,-11.09,医疗器械
517,688095,福昕软件,56.2,-11.77,4447.0,-5.31,-11.78,5133,-15.48,-10.11,5177,-13.8,软件开发
518,688691,灿芯股份,103.76,-8.1,3918.0,-5.33,-0.47,1967,-2.65,-0.59,2216,10.56,半导体
519,688111,金山办公,201.72,-14.02,4805.0,-5.34,-6.44,4345,-7.2,-5.51,4560,-3.74,软件开发
520,688716,中研股份,30.24,1.19,1328.0,-5.35,-1.05,2258,-11.97,-0.56,2202,-6.55,塑料
521,688416,恒烁股份,130.19,-5.37,3179.0,-5.36,1.7,973,16.53,4.53,201,51.79,半导体
522,688117,圣诺生物,23.54,-14.82,4887.0,-5.39,-2.09,2571,-0.76,-1.44,2587,8.98,生物制品
523,688707,振华新材,12.61,-4.27,2880.0,-5.4,0.3,1535,-10.12,-0.03,1843,-6.52,电池
524,688388,嘉元科技,42.73,-7.17,3680.0,-5.44,-5.44,4322,-9.43,-5.19,4803,18.76,电池
525,688008,澜起科技,263.94,-10.33,4463.0,-5.45,-4.42,3920,-2.21,-1.75,3053,15.41,半导体
526,688038,中科通达,17.32,1.44,1265.0,-5.46,-1.44,2460,-17.09,-5.34,4841,-19.55,软件开发
527,688737,中自科技,20.13,-7.49,3756.0,-5.49,-3.62,3563,-24.21,-1.44,2827,-18.57,汽车零部件
528,688485,九州一轨,63.33,-15.4,4933.0,-5.56,-1.78,2404,-6.73,-0.78,2160,20.84,轨交设备Ⅱ
529,688109,品茗科技,73.42,-6.16,3405.0,-5.59,-0.94,2199,-11.32,-0.62,2245,-5.76,软件开发
530,688159,有方科技,42.83,-19.53,5168.0,-5.6,-7.7,4644,-12.59,1.07,1081,1.23,通信设备
531,688192,迪哲医药-U,36.85,0.68,1442.0,-5.63,2.62,689,-2.92,0.59,1441,-0.7,化学制药
532,688179,阿拉丁,25.15,-7.1,3659.0,-5.63,0.88,1279,13.08,0.21,1675,24.63,化学制品
533,688615,合合信息,108.89,-8.24,3959.0,-5.65,-5.13,4215,-11.35,-2.82,3740,-3.82,软件开发
534,688360,德马科技,17.78,-20.46,5194.0,-5.68,-13.22,5197,-15.73,-12.44,5242,-14.85,通用设备
535,688063,派能科技,52.74,-12.53,4593.0,-5.69,-7.49,4601,-10.99,-2.14,3075,-1.42,电池
536,688251,井松智能,26.04,2.03,1126.0,-5.69,9.78,31,2.92,8.25,26,10.43,IT服务Ⅱ
537,688108,赛诺医疗,18.22,-4.61,2970.0,-5.74,-4.68,4029,-9.62,-0.09,1887,-6.52,医疗器械
538,688411,海博思创,260.02,-6.8,3577.0,-5.75,-8.5,5099,-7.47,-1.49,2859,7.76,其他电源设备Ⅱ
539,688435,英方软件,29.73,-21.7,5220.0,-5.77,-12.41,5167,-15.3,-11.58,5227,-18.35,软件开发
540,688336,三生国健,41.9,-3.93,2778.0,-5.84,3.17,556,4.36,2.42,616,11.5,生物制品
541,688258,卓易信息,114.35,-2.34,2332.0,-5.86,-11.31,5430,-11.1,-7.71,5298,-4.55,IT服务Ⅱ
542,688316,青云科技-U,52.52,-21.31,5212.0,-5.88,-4.64,3713,-13.25,-3.22,3670,-5.74,IT服务Ⅱ
543,688031,星环科技-U,108.47,-11.41,4368.0,-5.9,-11.49,5114,-14.83,-4.94,4396,-12.74,软件开发
544,688520,神州细胞,32.91,-5.09,3103.0,-5.94,0.67,1388,-3.66,0.4,1560,-0.63,生物制品
545,688517,金冠电气,16.16,-12.29,4544.0,-5.94,-3.81,3363,-14.5,-1.05,2348,-7.82,电网设备
546,688779,五矿新能,7.93,-13.29,4708.0,-6.04,-5.09,3893,-9.99,-4.74,4312,-5.82,电池
547,688307,中润光学,75.67,-2.63,2408.0,-6.05,2.42,736,0.12,5.14,130,19.69,计算机设备
548,688676,金盘科技,82.28,-2.91,2483.0,-6.12,-5.53,4352,-11.05,-3.98,4329,1.97,电网设备
549,688598,金博股份,50.98,-6.78,3568.0,-6.15,-6.93,4780,-14.68,-2.53,3593,47.38,非金属材料Ⅱ
550,688171,纬德信息,44.1,-7.52,3767.0,-6.15,-1.5,2501,-9.39,-1.19,2656,0.73,软件开发
551,688062,迈威生物-U,26.0,-4.0,2800.0,-6.2,0.13,1625,-5.18,-0.81,2379,-4.52,化学制药
552,688167,炬光科技,354.27,-8.05,3907.0,-6.2,-2.68,3103,-9.85,-4.83,4674,4.55,半导体
553,688679,通源环境,41.96,-18.54,5131.0,-6.23,-12.23,5160,-15.33,-10.43,5194,-21.13,环境治理
554,688733,壹石通,39.35,-6.57,3516.0,-6.29,-0.34,1892,-12.36,1.18,1117,-2.41,电池
555,688116,天奈科技,37.56,-0.91,1927.0,-6.33,-3.94,3712,-9.91,-3.37,4032,1.08,电池
556,688353,华盛锂电,110.98,-19.65,5175.0,-6.35,-7.45,4592,-6.95,-2.71,3397,36.61,电池
557,688301,奕瑞科技,105.87,0.67,1446.0,-6.43,-1.34,2409,-12.17,2.01,751,-10.24,医疗器械
558,688408,中信博,33.06,-2.94,2495.0,-6.43,5.92,182,9.54,5.03,138,13.53,光伏设备
559,688343,云天励飞-U,71.01,-9.43,4263.0,-6.49,-1.34,2409,-6.11,3.09,442,14.35,IT服务Ⅱ
560,688382,益方生物-U,16.1,-8.09,3915.0,-6.56,-1.07,2263,-6.34,0.06,1766,-2.48,化学制药
561,688787,海天瑞声,131.26,-3.72,2712.0,-6.58,-8.89,5170,-17.65,-4.89,4696,-14.21,IT服务Ⅱ
562,688006,杭可科技,35.75,-13.29,4709.0,-6.61,-1.3,2156,-3.66,-0.6,2036,9.56,电池
563,688813,泰金新能,227.6,-8.17,3932.0,-6.64,-0.8,2121,19.5,-2.25,3425,58.94,专用设备
564,688499,利元亨,45.2,9.09,239.0,-6.65,6.65,132,-3.81,1.37,1027,8.63,电池
565,688097,博众精工,59.2,-12.05,4489.0,-6.79,-5.09,3892,-16.6,-1.44,2576,-6.87,自动化设备
566,688227,品高股份,98.73,-9.46,4268.0,-6.86,7.07,111,-3.49,2.85,493,8.29,IT服务Ⅱ
567,688610,埃科光电,229.11,-0.2,1744.0,-6.87,1.69,983,-1.4,-0.64,2261,-4.96,通用设备
568,688553,汇宇制药-W,9.94,-2.9,2479.0,-6.93,-1.33,2401,-8.64,0.13,1725,-6.14,化学制药
569,688158,优刻得-W,34.25,-16.34,5014.0,-7.01,-5.64,4082,-11.34,-1.08,2365,-0.95,IT服务Ⅱ
570,688358,祥生医疗,29.94,-21.2,5209.0,-7.02,-3.09,3015,-7.02,-0.81,2179,-0.73,医疗器械
571,688195,腾景科技,189.74,-22.62,5559.0,-7.04,-10.48,5381,-10.73,-4.52,4553,-0.82,光学光电子
572,688039,当虹科技,36.42,-20.2,5191.0,-7.04,-4.86,3812,-17.23,-2.87,3474,-10.84,IT服务Ⅱ
573,688781,视涯科技-UW,48.9,-11.66,4422.0,-7.12,-3.83,3372,-3.7,-3.96,4008,1.68,光学光电子
574,688668,鼎通科技,373.3,-13.93,4795.0,-7.12,-6.43,4347,-13.16,-4.24,4120,-9.15,通信设备
575,688178,万德斯,33.59,-6.24,3430.0,-7.21,-1.29,2385,-11.65,1.23,1093,-13.67,环境治理
576,688057,金达莱,13.29,2.18,1098.0,-7.39,3.41,509,-0.23,1.27,1075,0.0,环境治理
577,688549,中巨芯-U,32.0,-10.19,4431.0,-7.51,-4.08,3771,-7.97,-1.47,2842,6.49,电子化学品Ⅱ
578,688511,天微电子,29.22,-15.3,4924.0,-7.53,-5.63,4079,-5.38,-5.18,4480,17.49,军工电子Ⅱ
579,688655,迅捷兴,50.22,-8.22,3950.0,-7.62,-1.48,2490,-11.65,1.37,1028,6.87,元件
580,688323,瑞华泰,64.11,-14.86,4893.0,-7.62,-1.82,2422,4.24,-1.69,2753,59.68,塑料
581,688367,工大高科,33.05,-10.17,4425.0,-7.68,-5.3,4277,-11.08,-4.46,4536,-5.08,轨交设备Ⅱ
582,688148,芳源股份,8.13,-14.7,4868.0,-7.93,-3.78,3346,-10.36,-2.01,2981,0.0,电池
583,688661,和林微纳,145.77,-7.91,3868.0,-7.96,-3.12,3312,-7.86,0.81,1328,9.44,半导体
584,688712,北芯生命,34.78,-25.24,5587.0,-8.01,-9.8,5303,-10.59,-4.93,4712,-5.15,医疗器械
585,688226,威腾电气,41.05,-7.14,3670.0,-8.02,-7.07,4818,-12.17,-3.54,4123,-2.59,电网设备
586,688275,万润新能,124.6,-11.39,4364.0,-8.13,-0.38,1736,-8.42,3.07,417,2.43,电池
587,688318,财富趋势,73.86,-13.48,4738.0,-8.33,1.34,1000,1.19,-0.1,1734,14.69,软件开发
588,688198,佰仁医疗,75.95,-19.62,5171.0,-8.33,-3.18,3065,-12.85,-0.41,1932,-9.23,医疗器械
589,688820,盛合晶微,192.95,-19.35,5159.0,-8.34,-5.47,4025,3.96,-4.65,4286,12.18,半导体
590,688501,青达环保,20.39,5.23,588.0,-8.36,-2.22,2889,-5.99,-4.31,4471,-9.34,环保设备Ⅱ
591,688800,瑞可达,93.9,-10.43,4478.0,-8.39,-2.04,2800,-3.41,-0.5,2163,19.01,其他电子Ⅱ
592,688313,仕佳光子,182.78,-17.12,5064.0,-8.58,-2.19,2610,4.18,-1.01,2319,20.65,通信设备
593,688077,大地熊,26.43,-9.6,4301.0,-8.64,-4.72,4054,-13.88,-0.27,2008,-2.4,金属新材料
594,688335,复洁科技,25.34,-10.23,4438.0,-8.65,-3.24,3379,-25.65,-0.66,2275,-12.71,环境治理
595,688639,华恒生物,15.58,-6.23,3424.0,-9.0,-2.24,2896,-25.35,-4.34,4477,-24.37,化学制品
596,688677,海泰新光,103.6,-6.59,3523.0,-9.03,0.16,1613,-12.71,-0.41,2109,-7.49,医疗器械
597,688807,优迅股份,401.7,-7.45,3746.0,-9.32,3.66,459,-10.69,4.55,199,-0.36,半导体
598,688048,长光华芯,400.57,-13.99,4803.0,-9.33,-2.18,2605,2.43,-1.73,2781,10.88,半导体
599,688759,必贝特-U,28.65,-13.25,4704.0,-9.36,-3.47,3208,-6.07,-2.64,3368,-1.55,化学制药
600,688143,长盈通,216.94,-7.87,3857.0,-9.87,0.62,1410,-0.49,-2.25,3423,12.6,通信设备
601,688433,华曙高科,91.64,-29.24,5601.0,-9.91,-8.01,5006,-26.7,-6.93,5193,-1.2,通用设备
602,688190,云路股份,90.92,-13.48,4740.0,-9.98,-3.61,3268,-15.75,-1.76,2816,-9.69,金属新材料
603,688005,容百科技,29.5,-16.16,4999.0,-10.06,-4.84,3798,-10.01,-4.57,4256,-5.72,电池
604,688635,长进光子,422.37,-21.33,5213.0,-10.71,-9.3,4912,-15.3,-4.55,4249,-5.3,通信设备
605,688136,科兴制药,18.2,1.57,1226.0,-11.91,2.59,692,-0.49,0.05,1770,-0.16,生物制品
606,688026,洁特生物,14.7,-12.09,4510.0,-12.13,-2.97,2950,-2.65,0.36,1455,14.49,医疗器械
607,688808,联讯仪器,2290.2,0.08,1602.0,-15.18,0.29,1539,-3.49,0.26,1646,4.01,通用设备
608,688689,XD银河微,,,,,,1721,0.0,,1828,0.0,半导体
609,688260,昀冢科技,,,,,0.93,1262,11.6,-0.4,2103,51.26,消费电子
610,688121,卓然股份,,,,,,1719,0.0,,1831,0.0,专用设备
