序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
331,300790,宇瞳光学,26.26,-6.64,3538.0,-0.94,-1.41,2443,-6.88,-3.16,3929,13.24,计算机设备
309,300447,全信股份,14.73,-6.67,3548.0,-0.74,-6.83,4757,-9.8,-4.22,4429,-4.6,军工电子Ⅱ
761,300605,恒锋信息,9.29,-6.69,3551.0,-2.93,-2.5,3008,-7.75,-2.12,3334,-8.65,软件开发
878,300551,古鳌科技,10.07,-6.78,3573.0,-3.36,-5.99,4509,-8.95,-0.77,2348,-0.59,计算机设备
1246,300033,同花顺,244.0,-6.83,3595.0,-5.79,1.47,1045,13.65,0.3,1619,26.4,软件开发
695,300941,创识科技,13.89,-6.84,3599.0,-2.66,-1.79,2659,-6.9,-1.84,3126,-5.64,计算机设备
713,300711,广哈通信,16.16,-7.17,3678.0,-2.71,-3.79,3649,-9.21,-3.24,3979,-8.44,通信设备
746,300968,格林精密,9.89,-7.24,3696.0,-2.85,-1.69,2604,-8.43,-1.52,2886,-3.61,消费电子
949,300613,富瀚微,77.09,-7.32,3710.0,-3.76,-2.44,2976,12.36,-2.3,3459,33.35,半导体
567,300479,神思电子,13.39,-7.35,3723.0,-2.19,-4.53,3968,-7.27,-1.14,2627,-3.67,计算机设备
943,300184,力源信息,17.49,-7.36,3724.0,-3.74,0.24,1564,1.8,-2.3,3457,16.83,其他电子Ⅱ
1145,300493,润欣科技,13.97,-7.41,3734.0,-4.84,-4.46,3936,-4.32,-2.64,3650,4.88,其他电子Ⅱ
1072,300253,卫宁健康,6.61,-7.45,3742.0,-4.34,-7.47,4914,-7.42,-4.96,4726,-4.89,软件开发
1235,300736,百邦科技,33.15,-7.52,3762.0,-5.69,0.99,1239,-6.83,5.8,85,20.37,其他电子Ⅱ
794,300248,新开普,7.69,-7.52,3761.0,-3.03,-1.29,2383,-6.33,-2.06,3290,-6.33,计算机设备
745,300456,赛微电子,39.5,-7.53,3765.0,-2.85,-8.16,5043,-7.75,-5.22,4808,-1.13,半导体
1077,300348,长亮科技,8.95,-7.57,3780.0,-4.38,-3.5,3506,-6.28,-3.51,4107,-3.03,软件开发
1204,301183,东田微,245.99,-7.57,3783.0,-5.41,-5.72,4432,-6.24,0.49,1518,8.45,光学光电子
1128,300674,宇信科技,15.23,-7.59,3787.0,-4.69,-1.31,2393,-4.87,-0.88,2429,-2.68,IT服务Ⅱ
1303,300465,高伟达,11.29,-7.61,3795.0,-6.69,-9.52,5256,-26.78,-4.79,4652,-29.26,软件开发
274,300909,汇创达,63.92,-7.64,3803.0,-0.3,-0.79,2118,18.06,-1.63,2957,42.04,光学光电子
1367,300333,兆日科技,8.64,-7.69,3811.0,-8.47,-1.37,2427,-4.21,-4.15,4392,-12.82,计算机设备
632,301086,鸿富瀚,208.5,-7.74,3827.0,-2.47,-5.94,4494,-2.11,-0.05,1855,32.3,消费电子
836,301378,通达海,24.23,-7.78,3837.0,-3.2,-3.6,3557,-11.05,-1.4,2806,-6.66,软件开发
487,300940,南极光,14.83,-7.79,3838.0,-1.85,-5.87,4473,-7.6,-3.76,4226,-6.44,光学光电子
461,300793,佳禾智能,11.4,-7.83,3846.0,-1.72,-6.11,4557,-8.43,-4.75,4640,-5.24,消费电子
1194,300324,旋极信息,3.72,-7.85,3852.0,-5.34,-0.66,2048,-7.0,-0.49,2153,-2.11,计算机设备
1293,300042,朗科科技,70.02,-7.93,3875.0,-6.5,0.9,1277,-0.47,1.49,977,11.75,计算机设备
318,300223,北京君正,235.38,-7.96,3882.0,-0.83,0.6,1413,26.51,0.67,1393,61.78,半导体
1023,300380,安硕信息,31.17,-8.05,3907.0,-4.09,1.15,1189,2.43,1.49,978,10.06,软件开发
435,300787,海能实业,9.28,-8.2,3949.0,-1.59,0.24,1571,-3.13,-0.14,1916,2.77,消费电子
942,300682,朗新科技,10.05,-8.2,3947.0,-3.74,-5.06,4191,-9.7,-6.32,5086,-7.37,IT服务Ⅱ
973,300868,杰美特,152.29,-8.23,3962.0,-3.85,-2.48,3000,4.49,0.34,1593,39.08,消费电子
1136,300647,超频三,5.96,-8.29,3976.0,-4.79,0.84,1299,-4.33,-0.76,2338,-0.33,消费电子
1270,300571,平治信息,46.23,-8.31,3979.0,-6.25,1.55,1012,0.28,4.47,206,16.07,通信服务
977,300464,星徽股份,7.73,-8.41,4011.0,-3.86,0.3,1535,-7.98,0.93,1267,2.11,互联网电商
1226,300561,汇金科技,14.46,-8.44,4021.0,-5.61,-1.38,2432,13.59,-2.06,3284,15.5,软件开发
1064,301153,中科江南,16.11,-8.47,4028.0,-4.28,-0.79,2121,-10.25,-0.77,2351,-5.79,软件开发
493,300414,中光防雷,11.05,-8.5,4034.0,-1.87,-7.92,4987,-8.22,-5.09,4768,-6.28,通信设备
845,301110,青木科技,36.88,-8.53,4045.0,-3.23,-0.87,2156,-6.56,-2.2,3394,-3.98,互联网电商
903,300546,雄帝科技,15.25,-8.71,4100.0,-3.48,0.06,1661,-6.27,0.58,1453,-4.39,计算机设备
1189,300634,彩讯股份,19.82,-8.71,4098.0,-5.3,-4.78,4083,-10.32,-1.67,2987,-4.71,IT服务Ⅱ
374,301050,雷电微力,33.07,-8.72,4105.0,-1.25,-2.37,2952,-5.49,-1.35,2763,-1.61,军工电子Ⅱ
962,300541,先进数通,9.61,-8.75,4113.0,-3.8,-0.69,2064,-6.43,-1.63,2958,-3.61,IT服务Ⅱ
1309,300976,达瑞电子,83.75,-8.81,4121.0,-6.74,-2.15,2854,-11.09,-0.62,2242,24.81,消费电子
1014,300166,东方国信,17.14,-8.85,4131.0,-4.03,-9.13,5207,-8.34,-1.85,3128,17.0,IT服务Ⅱ
1056,300624,万兴科技,51.49,-8.88,4144.0,-4.26,-4.39,3917,-9.03,-2.51,3590,-0.48,软件开发
1302,301191,菲菱科思,101.01,-8.95,4146.0,-6.68,-3.92,3701,-8.98,-3.05,3867,7.65,通信设备
1055,301330,熵基科技,24.92,-8.99,4155.0,-4.26,-3.1,3298,-12.62,1.19,1115,-4.15,计算机设备
1373,301391,卡莱特,56.98,-9.04,4169.0,-8.83,-8.49,5099,-13.47,-3.85,4267,-9.9,计算机设备
592,300079,数码视讯,4.18,-9.07,4176.0,-2.34,-5.67,4402,-7.32,-4.61,4585,-10.87,IT服务Ⅱ
349,300177,中海达,6.22,-9.09,4183.0,-1.11,-10.45,5378,-8.26,-5.64,4924,-7.16,军工电子Ⅱ
1222,300996,普联软件,10.65,-9.2,4208.0,-5.59,-2.35,2942,-5.75,-0.05,1853,-1.02,软件开发
1206,301389,隆扬电子,94.47,-9.24,4216.0,-5.41,-4.07,3769,-8.43,-1.73,3034,1.25,消费电子
1297,300632,光莆股份,29.4,-9.31,4238.0,-6.58,-3.74,3626,-6.31,-1.04,2564,10.44,光学光电子
751,300213,佳讯飞鸿,6.1,-9.33,4239.0,-2.87,-13.04,5519,-10.29,-9.64,5475,-8.55,通信设备
861,300542,新晨科技,11.2,-9.34,4244.0,-3.28,-2.09,2829,-7.74,-1.84,3125,-5.49,软件开发
1027,300366,ST创意,4.46,-9.34,4248.0,-4.09,-11.68,5452,-12.55,-6.88,5184,-10.8,软件开发
1396,301387,光大同创,91.95,-9.35,4246.0,-14.07,-1.47,2479,-14.04,-0.46,2137,-12.89,消费电子
1078,300474,景嘉微,53.31,-9.41,4264.0,-4.38,-2.74,3134,-3.98,-2.79,3728,3.31,军工电子Ⅱ
1288,301041,金百泽,34.29,-9.47,4272.0,-6.44,-1.89,2711,-7.47,0.7,1376,4.35,元件
1119,301165,锐捷网络,64.09,-9.66,4311.0,-4.66,-2.46,2987,-5.47,-0.2,1959,13.03,通信设备
218,301307,美利信,58.34,-9.67,4313.0,0.46,-7.66,4953,-11.45,-2.09,3314,-3.14,通信设备
1268,300548,长芯博创,264.44,-9.68,4318.0,-6.19,-1.53,2511,-6.22,0.36,1579,17.53,通信设备
1364,300570,太辰光,236.57,-9.75,4331.0,-8.42,-4.07,3767,-11.92,-1.8,3088,33.22,通信设备
1129,300852,四会富仕,56.75,-9.76,4338.0,-4.7,-5.19,4242,-8.88,-0.41,2107,7.56,元件
778,300101,振芯科技,15.03,-9.88,4363.0,-2.97,-4.81,4090,-7.16,-4.82,4666,-5.11,军工电子Ⅱ
1113,300047,天源迪科,8.95,-9.95,4379.0,-4.58,-7.1,4832,-9.5,-5.17,4797,-5.19,软件开发
995,300959,线上线下,145.35,-9.96,4382.0,-3.93,-2.86,3188,-9.04,-0.88,2431,-12.43,通信服务
830,301567,贝隆精密,35.48,-9.98,4389.0,-3.17,-2.98,3240,-10.22,-2.12,3343,-7.6,消费电子
983,300310,宜通世纪,4.21,-9.99,4390.0,-3.88,-5.97,4506,-9.66,-5.84,4974,-7.47,通信服务
852,300698,万马科技,27.97,-9.99,4391.0,-3.25,-8.66,5140,-12.57,-6.7,5155,-9.66,通信设备
1211,300399,天利科技,19.15,-10.02,4396.0,-5.48,-0.03,1742,0.74,3.12,434,10.5,IT服务Ⅱ
1003,300368,汇金股份,8.47,-10.03,4399.0,-3.97,1.43,1070,-1.51,-0.02,1835,0.0,计算机设备
1245,300657,弘信电子,43.62,-10.03,4403.0,-5.79,-6.29,4618,-8.26,-5.09,4766,-0.89,元件
824,301556,托普云农,57.86,-10.11,4418.0,-3.16,-6.79,4750,-10.28,-5.45,4869,-8.2,IT服务Ⅱ
1142,300252,金信诺,17.72,-10.28,4451.0,-4.83,-3.71,3611,-0.95,-1.38,2789,5.35,军工电子Ⅱ
723,300831,ST派瑞,21.18,-10.31,4456.0,-2.75,-3.64,3573,7.35,-1.8,3090,17.15,半导体
1321,300520,科大国创,27.15,-10.43,4489.0,-6.99,-0.34,1901,-8.74,-1.04,2562,-3.04,软件开发
1000,300250,初灵信息,14.04,-10.43,4482.0,-3.97,-6.07,4541,-9.88,-4.12,4379,-7.57,IT服务Ⅱ
449,300847,中船汉光,12.93,-10.52,4507.0,-1.67,-5.57,4369,-7.84,-2.48,3568,-6.3,计算机设备
321,300935,盈建科,28.65,-10.53,4511.0,-0.87,-5.18,4237,-12.57,-2.1,3321,-9.16,软件开发
1147,300603,立昂技术,7.62,-10.57,4516.0,-4.87,-5.5,4343,-12.01,-4.2,4415,-9.72,通信服务
294,301419,阿莱德,46.75,-10.61,4510.0,-0.57,-2.28,2909,2.52,-0.92,2466,21.08,通信设备
966,300369,绿盟科技,5.29,-10.72,4540.0,-3.82,-3.84,3667,-8.32,-4.86,4682,-8.16,软件开发
1354,300531,优博讯,15.2,-10.72,4541.0,-7.99,-0.02,1734,-1.94,-0.71,2298,1.27,计算机设备
951,301592,六九一二,121.26,-10.75,4547.0,-3.76,-1.21,2340,16.33,-3.07,3877,-1.49,军工电子Ⅱ
1310,300502,新易盛,569.2,-10.83,4571.0,-6.76,-3.76,3632,-2.11,-1.73,3030,8.21,通信设备
1196,301328,维峰电子,59.92,-10.85,4574.0,-5.35,2.92,615,-2.01,-0.21,1967,11.21,其他电子Ⅱ
630,300150,世纪瑞尔,3.96,-10.99,4604.0,-2.46,4.84,287,-4.35,3.64,325,-1.74,IT服务Ⅱ
1086,300768,迪普科技,13.43,-11.02,4613.0,-4.41,-6.34,4635,-8.45,-5.63,4921,-3.45,软件开发
306,301297,富乐德,54.31,-11.07,4622.0,-0.71,-4.3,3864,5.91,0.06,1768,26.39,半导体
1318,300302,同有科技,54.0,-11.11,4625.0,-6.9,0.56,1435,6.09,0.49,1517,18.53,计算机设备
740,301638,南网数字,23.78,-11.23,4647.0,-2.82,-8.22,5056,-10.06,-1.19,2657,1.23,IT服务Ⅱ
802,300789,唐源电气,16.83,-11.29,4650.0,-3.05,-0.99,2224,-12.21,-0.37,2082,-11.47,计算机设备
1006,300608,思特奇,10.82,-11.32,4656.0,-3.99,-2.35,2941,-9.98,-1.9,3169,-5.25,软件开发
1360,300951,博硕科技,49.26,-11.61,4717.0,-8.2,-3.18,3341,-0.48,-2.15,3362,12.72,消费电子
1080,300308,中际旭创,1265.26,-11.63,4721.0,-4.39,-6.46,4669,-7.5,-2.0,3242,12.57,通信设备
1177,300229,拓尔思,13.75,-11.67,4728.0,-5.17,-8.59,5114,-12.08,-6.3,5083,-8.88,软件开发
659,301369,联动科技,226.63,-11.72,4745.0,-2.56,-0.33,1888,2.45,1.52,969,23.51,半导体
1115,301176,逸豪新材,71.44,-11.78,4755.0,-4.59,-1.34,2408,-9.16,0.59,1439,51.45,元件
1242,300468,四方精创,21.58,-11.98,4788.0,-5.76,-3.39,3459,-7.1,-0.49,2156,-2.4,软件开发
1243,300903,科翔股份,106.22,-12.02,4800.0,-5.76,-3.08,3288,4.57,1.15,1132,42.75,元件
1009,300508,维宏股份,51.8,-12.15,4832.0,-3.99,-6.52,4680,-11.74,-1.31,2725,10.1,计算机设备
1001,300766,每日互动,21.27,-12.25,4852.0,-3.97,-6.54,4685,-11.67,-1.52,2881,-6.01,软件开发
1350,300383,光环新网,12.13,-12.26,4850.0,-7.83,-1.26,2361,-5.97,-0.63,2249,0.58,通信服务
1366,300913,兆龙互连,50.95,-12.54,4912.0,-8.46,-4.25,3846,-13.54,-3.07,3873,-3.27,通信设备
967,300271,华宇软件,4.78,-12.77,4946.0,-3.82,-4.06,3761,-9.64,-3.93,4301,-7.9,IT服务Ⅱ
1202,300895,铜牛信息,49.82,-12.86,4959.0,-5.39,-3.39,3462,-11.87,-2.31,3468,-4.83,IT服务Ⅱ
1043,300226,上海钢联,15.48,-12.88,4962.0,-4.15,-6.0,4514,-7.97,-4.32,4473,-7.31,软件开发
1314,300353,东土科技,20.31,-13.07,4985.0,-6.83,-4.33,3878,-10.41,0.27,1639,-0.98,通信设备
1110,300231,银信科技,7.95,-13.09,4990.0,-4.56,-5.22,4253,-8.41,-2.47,3559,-3.52,IT服务Ⅱ
1291,300454,深信服,89.98,-13.12,4993.0,-6.47,-5.7,4423,-11.1,-3.03,3855,-8.08,软件开发
725,300451,创业慧康,3.16,-13.18,5002.0,-2.77,-6.57,4695,-8.67,-3.42,4060,-10.48,软件开发
919,300036,超图软件,11.26,-13.24,5018.0,-3.6,-5.34,4289,-7.1,-4.65,4604,-7.93,软件开发
1336,301172,君逸数码,26.45,-13.31,4992.0,-7.42,-5.36,4283,-16.85,-2.2,3389,-7.39,IT服务Ⅱ
1187,301285,鸿日达,116.91,-13.46,5056.0,-5.25,-2.05,2814,-13.59,-1.7,3013,11.26,消费电子
1353,301682,宏明电子,173.8,-13.91,5109.0,-7.98,-0.29,1864,-9.53,-2.24,3415,13.22,军工电子Ⅱ
1275,300394,天孚通信,320.42,-13.93,5112.0,-6.3,-8.05,5020,-4.81,-4.03,4349,8.99,通信设备
535,300623,捷捷微电,40.54,-13.95,5116.0,-2.03,-1.46,2476,8.57,-1.45,2830,25.98,半导体
766,300078,思创智联,2.96,-13.97,5117.0,-2.95,-3.99,3736,-6.92,-4.13,4383,-5.73,IT服务Ⅱ
1325,301123,奕东电子,119.8,-14.18,5138.0,-7.12,-1.34,2403,-4.16,0.08,1752,22.96,消费电子
581,300857,协创数据,334.14,-14.27,5149.0,-2.29,-1.24,2357,20.3,3.75,308,52.97,消费电子
1289,300017,网宿科技,12.89,-14.36,5155.0,-6.46,-10.2,5356,-13.37,-5.13,4786,-8.26,IT服务Ⅱ
1122,300678,中科信息,21.83,-14.37,5163.0,-4.67,-4.18,3819,-8.16,-1.96,3222,-2.33,IT服务Ⅱ
931,300496,中科创达,59.65,-14.41,5165.0,-3.67,-6.61,4713,-9.43,-4.64,4597,0.44,IT服务Ⅱ
1375,301563,云汉芯城,172.21,-14.44,5170.0,-9.07,-7.11,4836,-13.28,-3.3,4008,-3.31,其他电子Ⅱ
337,300020,ST银江,2.97,-14.93,5211.0,-1.0,-14.99,5567,-10.0,-14.42,5589,-12.39,IT服务Ⅱ
361,300205,*ST天喻,5.01,-15.32,5245.0,-1.18,-12.83,5511,-7.39,-11.99,5561,-8.74,通信设备
1282,300170,汉得信息,15.29,-15.34,5246.0,-6.37,-14.36,5555,-14.49,-6.62,5141,-9.2,IT服务Ⅱ
1199,300377,赢时胜,16.18,-15.4,5256.0,-5.38,0.78,1327,0.12,1.28,1065,30.48,软件开发
1059,301630,同宇新材,268.04,-15.43,5260.0,-4.27,-3.95,3722,-6.21,0.8,1331,24.25,电子化学品Ⅱ
783,300098,高新兴,4.54,-15.46,5262.0,-2.99,-12.94,5515,-8.47,-8.93,5416,-7.35,通信设备
1273,301189,奥尼电子,54.89,-15.58,5273.0,-6.28,-10.02,5335,-18.1,-10.84,5534,-18.79,消费电子
1124,301479,弘景光电,57.44,-15.72,5284.0,-4.68,-6.32,4629,-10.11,-2.52,3593,-6.96,光学光电子
1299,300846,首都在线,20.98,-15.98,5305.0,-6.63,0.7,1371,-8.06,0.54,1481,0.29,IT服务Ⅱ
682,300771,智莱科技,10.37,-16.09,5315.0,-2.63,-8.04,5018,-8.71,-3.27,3995,-5.56,计算机设备
1159,300115,长盈精密,26.9,-16.14,5320.0,-4.98,-12.43,5493,-13.75,-9.17,5442,-8.03,消费电子
1296,300803,指南针,95.37,-16.15,5321.0,-6.55,-0.1,1780,-0.41,-0.8,2371,21.69,软件开发
1281,300442,润泽科技,78.28,-16.51,5344.0,-6.35,-6.91,4772,-8.1,-2.84,3746,5.76,通信服务
1330,301316,慧博云通,38.01,-16.55,5347.0,-7.18,-2.09,2827,-11.15,2.7,534,8.63,IT服务Ⅱ
1096,301628,强达电路,108.76,-16.62,5351.0,-4.47,-8.14,5038,-9.91,-1.38,2795,1.05,元件
1105,301042,安联锐视,68.22,-16.67,5358.0,-4.53,-5.92,4490,-12.63,-3.22,3967,-11.39,计算机设备
1167,300249,依米康,15.62,-16.88,5368.0,-5.05,-5.69,4408,-10.02,-2.11,3319,8.77,计算机设备
1337,300620,光库科技,366.1,-17.04,5381.0,-7.42,-2.6,3063,-6.32,-2.73,3695,24.76,通信设备
1152,300709,精研科技,61.81,-17.57,5411.0,-4.91,-3.14,3320,-1.9,-1.48,2851,31.01,消费电子
1369,300476,胜宏科技,320.36,-17.98,5431.0,-8.51,-9.58,5272,-13.18,-3.43,4065,-1.57,元件
886,300188,国投智能,9.39,-18.54,5453.0,-3.4,-12.19,5483,-8.03,-8.76,5402,-8.12,软件开发
1279,300738,奥飞数据,19.49,-19.04,5473.0,-6.34,-4.43,3927,-7.72,-0.69,2288,2.85,通信服务
1130,301270,汉仪股份,25.78,-19.35,5484.0,-4.7,-6.06,4539,-9.48,-5.49,4878,-12.28,软件开发
1381,301666,大普微-UW,660.88,-19.4,5485.0,-9.49,-3.98,3734,-1.69,-3.53,4117,0.44,计算机设备
1370,300782,卓胜微,101.84,-21.46,5539.0,-8.52,0.04,1666,-4.02,1.43,999,10.88,半导体
1247,300792,壹网壹创,25.56,-24.47,5576.0,-5.79,-13.33,5526,-14.46,-7.49,5273,-11.34,互联网电商
1140,300525,博思软件,7.51,-24.79,5583.0,-4.82,-13.49,5532,-12.88,-7.35,5254,-17.56,软件开发
954,300419,ST浩丰,6.38,-25.03,5585.0,-3.77,-8.64,5131,-7.67,-5.59,4908,-7.4,IT服务Ⅱ
1399,301583,托伦斯,,,,,,1715,0.0,,1822,0.0,半导体
