序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
426,688545,兴福电子,120.84,-6.41,3478.0,-3.87,-2.09,2826,10.09,-2.94,3806,15.95,电子化学品Ⅱ
139,688082,盛美上海,413.21,-6.42,3484.0,0.06,-3.05,3269,9.1,-1.26,2691,45.5,半导体
158,688419,耐科装备,71.98,-6.44,3486.0,-0.66,-0.74,2096,3.94,-1.92,3189,30.68,半导体
190,688568,中科星图,40.61,-6.49,3495.0,-1.19,-9.42,5249,-10.25,-6.32,5087,-8.49,IT服务Ⅱ
367,688173,希荻微,17.45,-6.52,3502.0,-3.27,-1.44,2459,0.35,-0.56,2198,12.0,半导体
373,688188,柏楚电子,144.23,-6.61,3530.0,-3.36,-6.39,4646,-14.45,-2.6,3625,-7.07,计算机设备
333,688678,福立旺,21.13,-6.95,3607.0,-2.98,-5.45,4324,-11.85,-1.76,3056,3.58,消费电子
222,688536,思瑞浦,346.84,-6.95,3624.0,-1.71,1.29,1135,1.71,4.31,224,22.68,半导体
369,688508,芯朋微,82.6,-7.1,3660.0,-3.28,-2.26,2901,-8.32,-0.97,2515,-6.3,半导体
501,688365,光云科技,15.56,-7.13,3666.0,-5.01,-6.99,4796,-14.6,-6.22,5062,-12.34,IT服务Ⅱ
514,688629,华丰科技,145.8,-7.3,3710.0,-5.25,-7.13,4841,-7.72,-3.44,4069,2.68,军工电子Ⅱ
330,688080,映翰通,38.23,-7.42,3743.0,-2.94,-3.0,3249,-8.76,-3.74,4209,-5.14,通信设备
597,688807,优迅股份,401.7,-7.45,3746.0,-9.32,3.66,459,-10.69,4.55,199,-0.36,半导体
550,688171,纬德信息,44.1,-7.52,3767.0,-6.15,-1.5,2501,-9.39,-1.19,2656,0.73,软件开发
352,688041,海光信息,349.09,-7.54,3768.0,-3.11,-0.89,2166,6.48,2.91,482,20.5,半导体
134,688683,莱尔科技,36.65,-7.62,3798.0,0.3,-6.59,4704,-10.65,-2.58,3616,-2.55,电子化学品Ⅱ
115,688401,路维光电,90.01,-7.74,3825.0,0.91,-5.88,4476,10.96,-4.12,4379,14.27,半导体
106,688123,聚辰股份,190.25,-7.78,3836.0,1.3,-1.34,2407,36.96,1.88,798,57.23,半导体
425,688183,生益电子,132.88,-7.84,3849.0,-3.85,-4.61,3997,-4.06,0.54,1480,14.39,元件
600,688143,长盈通,216.94,-7.87,3857.0,-9.87,0.62,1410,-0.49,-2.25,3423,12.6,通信设备
583,688661,和林微纳,145.77,-7.91,3868.0,-7.96,-3.12,3312,-7.86,0.81,1328,9.44,半导体
400,688292,浩瀚深度,18.09,-7.95,3878.0,-3.62,-10.3,5368,-14.02,-5.42,4864,-8.64,计算机设备
185,688657,浩辰软件,35.95,-7.95,3879.0,-1.13,-0.35,1903,-8.9,0.01,1803,-0.08,软件开发
552,688167,炬光科技,354.27,-8.05,3907.0,-6.2,-2.68,3103,-9.85,-4.83,4674,4.55,半导体
365,688662,富信科技,178.0,-8.06,3906.0,-3.26,-2.27,2908,24.55,-1.37,2781,81.34,其他电子Ⅱ
187,688347,华虹宏力,326.5,-8.09,3914.0,-1.17,-1.22,2342,17.53,3.08,445,47.5,半导体
518,688691,灿芯股份,103.76,-8.1,3918.0,-5.33,-0.47,1967,-2.65,-0.59,2216,10.56,半导体
579,688655,迅捷兴,50.22,-8.22,3950.0,-7.62,-1.48,2490,-11.65,1.37,1028,6.87,元件
533,688615,合合信息,108.89,-8.24,3959.0,-5.65,-5.13,4215,-11.35,-2.82,3740,-3.82,软件开发
466,688268,华特气体,240.9,-8.32,3979.0,-4.4,0.02,1685,27.89,-3.32,4015,5.28,电子化学品Ⅱ
357,688288,鸿泉技术,17.88,-8.39,4006.0,-3.14,-4.49,3955,-8.78,-2.77,3721,-7.6,计算机设备
437,688589,力合微,19.56,-8.41,4010.0,-4.02,-3.07,3286,-5.73,-1.01,2544,1.5,半导体
416,688152,麒麟信安,27.04,-8.42,4025.0,-3.77,-4.05,3759,-12.29,-2.13,3347,-7.52,软件开发
327,688515,裕太微-U,251.14,-8.53,4039.0,-2.92,-1.99,2769,5.17,0.15,1717,35.92,半导体
433,688709,成都华微,36.24,-8.71,4086.0,-3.95,0.83,1300,-1.12,1.42,1009,0.64,半导体
228,688512,慧智微-U,14.54,-8.72,4100.0,-1.76,-5.62,4387,-4.53,-3.04,3860,6.05,半导体
201,688311,盟升电子,25.37,-8.89,4141.0,-1.36,-8.76,5152,-9.39,-4.28,4456,-2.87,军工电子Ⅱ
429,688327,云从科技-UW,12.32,-8.91,4142.0,-3.9,-9.96,5326,-13.67,-5.91,4995,-5.45,IT服务Ⅱ
418,688246,嘉和美康,21.32,-9.12,4186.0,-3.79,-7.07,4819,-13.65,-4.27,4451,-11.13,软件开发
277,688135,利扬芯片,39.15,-9.18,4201.0,-2.3,-5.05,4188,-0.89,-1.99,3238,15.45,半导体
169,688286,敏芯股份,102.58,-9.42,4262.0,-0.87,-0.44,1951,28.39,0.43,1542,63.34,半导体
559,688343,云天励飞-U,71.01,-9.43,4263.0,-6.49,-1.34,2409,-6.11,3.09,442,14.35,IT服务Ⅱ
566,688227,品高股份,98.73,-9.46,4268.0,-6.86,7.07,111,-3.49,2.85,493,8.29,IT服务Ⅱ
368,688588,凌志软件,9.13,-9.53,4287.0,-3.28,-4.69,4038,-7.03,-1.4,2803,-3.49,软件开发
342,688458,美芯晟,40.21,-9.64,4309.0,-3.04,-4.18,3815,-3.29,-2.76,3712,6.54,半导体
409,688007,光峰科技,12.31,-9.8,4346.0,-3.68,-2.55,3044,-6.81,-2.46,3555,-3.15,消费电子
408,688047,龙芯中科,146.59,-9.87,4358.0,-3.67,-4.19,3820,0.07,0.13,1727,8.03,半导体
266,688283,坤恒顺维,32.92,-10.04,4399.0,-2.17,-7.27,4874,-10.05,-1.9,3173,-5.94,通信设备
577,688549,中巨芯-U,32.0,-10.19,4431.0,-7.51,-4.08,3771,-7.97,-1.47,2842,6.49,电子化学品Ⅱ
237,688153,唯捷创芯,30.39,-10.25,4443.0,-1.84,-6.24,4606,-5.06,-2.32,3473,1.13,半导体
377,688259,创耀科技,36.45,-10.26,4448.0,-3.39,-8.18,5048,-6.97,-5.09,4768,0.77,半导体
525,688008,澜起科技,263.94,-10.33,4463.0,-5.45,-4.42,3920,-2.21,-1.75,3053,15.41,半导体
591,688800,瑞可达,93.9,-10.43,4478.0,-8.39,-2.04,2800,-3.41,-0.5,2163,19.01,其他电子Ⅱ
314,688449,联芸科技,81.4,-10.49,4486.0,-2.75,-0.78,2109,7.35,1.21,1101,18.4,半导体
484,688509,正元地信,4.35,-10.61,4520.0,-4.81,0.03,1674,-8.61,-1.91,3181,-9.0,IT服务Ⅱ
427,688798,艾为电子,67.83,-10.76,4522.0,-3.87,-6.02,4512,-4.51,-4.2,4412,5.52,半导体
214,688322,奥比中光-W,121.07,-10.94,4289.0,-1.57,-6.62,4399,-9.47,-3.33,3719,-2.76,光学光电子
156,688620,安凯微,14.17,-11.26,4338.0,-0.56,-2.53,2759,5.51,-1.64,2716,19.28,半导体
371,688795,摩尔线程-U,676.86,-11.32,4351.0,-3.31,-1.29,2154,1.17,2.0,693,8.49,半导体
195,688332,中科蓝讯,155.0,-11.37,4360.0,-1.27,-0.92,1970,21.09,-0.93,2259,59.14,半导体
543,688031,星环科技-U,108.47,-11.41,4368.0,-5.9,-11.49,5114,-14.83,-4.94,4396,-12.74,软件开发
506,688228,开普云,76.73,-11.43,4371.0,-5.07,-6.15,4260,-11.56,-6.57,4808,-6.99,IT服务Ⅱ
573,688781,视涯科技-UW,48.9,-11.66,4422.0,-7.12,-3.83,3372,-3.7,-3.96,4008,1.68,光学光电子
421,688027,国盾量子,501.8,-11.7,4434.0,-3.81,-5.68,4101,-4.97,-2.32,3194,4.32,通信设备
434,688088,XD虹软科,33.54,-11.75,4442.0,-3.95,-8.0,4688,-11.62,-5.11,4455,-5.68,IT服务Ⅱ
517,688095,福昕软件,56.2,-11.77,4447.0,-5.31,-11.78,5133,-15.48,-10.11,5177,-13.8,软件开发
442,688262,国芯科技,40.53,-11.86,4459.0,-4.05,-4.86,3809,2.27,-2.37,3218,21.6,半导体
462,688484,南芯科技,50.67,-12.02,4492.0,-4.32,-4.79,3776,-5.61,-1.99,2969,22.84,半导体
448,688049,炬芯科技,43.36,-12.04,4496.0,-4.18,-7.88,4661,-5.2,-5.68,4614,6.96,半导体
321,688205,德科立,213.3,-12.08,4504.0,-2.86,-12.0,5149,-15.49,-4.47,4220,-9.76,通信设备
468,688981,中芯国际,149.91,-12.08,4501.0,-4.43,0.02,1521,6.55,0.43,1414,17.67,半导体
300,688296,和达科技,11.45,-12.13,4517.0,-2.64,-0.39,1748,-10.27,0.12,1593,-13.32,软件开发
245,688230,芯导科技,72.56,-12.54,4598.0,-1.91,-4.29,3562,2.1,-4.1,4058,12.24,半导体
502,688711,宏微科技,39.8,-12.56,4596.0,-5.01,-1.31,2161,-1.34,0.36,1452,14.93,半导体
353,688201,ST信安,6.83,-13.34,4716.0,-3.12,-2.98,2957,-4.74,-3.82,3939,-4.74,软件开发
587,688318,财富趋势,73.86,-13.48,4738.0,-8.33,1.34,1000,1.19,-0.1,1734,14.69,软件开发
574,688668,鼎通科技,373.3,-13.93,4795.0,-7.12,-6.43,4347,-13.16,-4.24,4120,-9.15,通信设备
598,688048,长光华芯,400.57,-13.99,4803.0,-9.33,-2.18,2605,2.43,-1.73,2781,10.88,半导体
519,688111,金山办公,201.72,-14.02,4805.0,-5.34,-6.44,4345,-7.2,-5.51,4560,-3.74,软件开发
477,688261,东微半导,93.48,-14.48,4855.0,-4.61,-4.26,3550,-0.23,-2.88,3476,16.27,半导体
422,688775,影石创新,132.74,-14.59,4864.0,-3.83,-9.25,4903,-9.95,-9.68,5152,-18.76,消费电子
271,688729,XD屹唐股,36.33,-14.7,4869.0,-2.21,-3.53,3237,9.96,-1.71,2763,44.45,半导体
361,688699,明微电子,74.79,-15.03,4901.0,-3.18,2.91,562,2.9,1.68,813,24.28,半导体
578,688511,天微电子,29.22,-15.3,4924.0,-7.53,-5.63,4079,-5.38,-5.18,4480,17.49,军工电子Ⅱ
279,688591,泰凌微,32.46,-15.43,4936.0,-2.32,-9.99,5006,-7.81,-2.84,3454,9.96,半导体
569,688158,优刻得-W,34.25,-16.34,5014.0,-7.01,-5.64,4082,-11.34,-1.08,2365,-0.95,IT服务Ⅱ
592,688313,仕佳光子,182.78,-17.12,5064.0,-8.58,-2.19,2610,4.18,-1.01,2319,20.65,通信设备
347,688790,昂瑞微-UW,121.97,-18.36,5125.0,-3.09,-8.9,4850,-8.64,-0.08,1720,4.23,半导体
473,688209,英集芯,24.77,-18.37,5122.0,-4.55,-8.51,4776,-3.28,-4.72,4304,13.62,半导体
455,688225,亚信安全,11.86,-18.71,5136.0,-4.28,-7.67,4639,-12.67,-6.1,4716,-10.02,软件开发
589,688820,盛合晶微,192.95,-19.35,5159.0,-8.34,-5.47,4025,3.96,-4.65,4286,12.18,半导体
530,688159,有方科技,42.83,-19.53,5168.0,-5.6,-7.7,4644,-12.59,1.07,1081,1.23,通信设备
572,688039,当虹科技,36.42,-20.2,5191.0,-7.04,-4.86,3812,-17.23,-2.87,3474,-10.84,IT服务Ⅱ
493,688802,沐曦股份-U,732.6,-21.13,5206.0,-4.92,-2.07,2556,-4.84,0.15,1577,2.89,半导体
542,688316,青云科技-U,52.52,-21.31,5212.0,-5.88,-4.64,3713,-13.25,-3.22,3670,-5.74,IT服务Ⅱ
604,688635,长进光子,422.37,-21.33,5213.0,-10.71,-9.3,4912,-15.3,-4.55,4249,-5.3,通信设备
539,688435,英方软件,29.73,-21.7,5220.0,-5.77,-12.41,5167,-15.3,-11.58,5227,-18.35,软件开发
571,688195,腾景科技,189.74,-22.62,5559.0,-7.04,-10.48,5381,-10.73,-4.52,4553,-0.82,光学光电子
608,688689,XD银河微,,,,,,1721,0.0,,1828,0.0,半导体
609,688260,昀冢科技,,,,,0.93,1262,11.6,-0.4,2103,51.26,消费电子
