序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
323,300921,南凌科技,21.13,5.33,511.0,-0.89,-5.65,4089,-5.08,-4.3,4148,25.4,通信服务
324,301058,中粮科工,7.76,-9.43,4260.0,-0.89,-4.84,4105,-5.48,-2.19,3388,-6.28,工程咨询服务Ⅱ
325,300850,新强联,26.36,4.79,592.0,-0.9,-2.32,2665,-6.52,-3.99,4021,-9.01,风电设备
326,300070,碧水源,3.22,-7.23,3692.0,-0.92,-6.26,4611,-4.45,-6.03,5021,-7.74,环境治理
327,300899,上海凯鑫,29.23,6.35,446.0,-0.92,2.06,866,-1.75,1.13,1139,-2.53,环境治理
328,301112,信邦智能,28.05,6.09,431.0,-0.92,2.02,795,-9.28,-0.37,1906,-8.27,自动化设备
329,300979,华利集团,30.2,-0.16,1735.0,-0.92,-1.57,2540,-3.39,-1.68,3001,-7.93,纺织制造
330,301571,国科天成,65.88,3.13,827.0,-0.93,-3.94,3717,-6.1,-1.89,3167,1.62,军工电子Ⅱ
331,300790,宇瞳光学,26.26,-6.64,3538.0,-0.94,-1.41,2443,-6.88,-3.16,3929,13.24,计算机设备
332,300628,亿联网络,33.43,-2.92,2488.0,-0.95,1.72,972,0.69,-0.76,2341,-3.1,通信设备
333,300263,隆华科技,15.7,-4.6,2964.0,-0.95,-4.66,4021,-3.44,-4.2,4412,10.72,通用设备
334,300135,宝利国际,3.11,-2.76,2443.0,-0.96,-2.21,2879,-2.51,-4.21,4420,-6.33,炼化及贸易
335,300350,华鹏飞,4.03,-5.69,3268.0,-0.98,-3.55,3528,-3.36,-1.67,2986,-4.5,物流
336,300610,晨化股份,9.98,2.24,987.0,-0.99,1.4,1084,-4.41,1.82,825,-5.49,化学制品
337,300020,ST银江,2.97,-14.93,5211.0,-1.0,-14.99,5567,-10.0,-14.42,5589,-12.39,IT服务Ⅱ
338,300724,捷佳伟创,67.47,2.38,965.0,-1.0,-5.49,4342,-7.42,-2.15,3361,-2.15,光伏设备
339,300387,富邦科技,6.86,3.99,708.0,-1.01,-0.14,1626,-4.32,-1.2,2429,-8.29,农化制品
340,300087,荃银高科,6.76,1.62,1099.0,-1.02,3.81,406,-0.73,1.17,1030,-3.84,种植业
341,301429,森泰股份,15.82,1.44,1151.0,-1.06,0.88,1160,-9.29,1.58,860,-11.47,装修建材
342,301302,华如科技,26.21,0.04,1465.0,-1.06,-4.07,3471,-12.98,-3.04,3567,-14.9,军工电子Ⅱ
343,301595,太力科技,39.89,-3.33,2606.0,-1.07,-2.79,3149,-13.53,-3.47,4089,-6.01,家居用品
344,300175,朗源股份,4.57,-21.14,5529.0,-1.08,-12.7,5507,-8.42,-9.2,5446,-11.78,农产品加工
345,300982,苏文电能,15.58,1.57,1113.0,-1.08,-0.77,1909,-7.7,-3.56,3829,-12.42,基础建设
346,300266,兴源环境,1.79,-13.43,5044.0,-1.1,-15.02,5568,-10.5,-6.49,5117,-10.5,环境治理
347,300731,科创新源,58.53,-5.79,3298.0,-1.1,-1.13,2303,-7.68,2.62,557,3.15,橡胶
348,301398,星源卓镁,34.18,1.15,1209.0,-1.1,-2.41,2705,-13.14,-1.79,2832,-5.71,汽车零部件
349,300177,中海达,6.22,-9.09,4183.0,-1.11,-10.45,5378,-8.26,-5.64,4924,-7.16,军工电子Ⅱ
350,301322,绿通科技,56.93,12.78,120.0,-1.11,2.01,883,-2.78,0.68,1388,-1.44,摩托车及其他
351,300707,威唐工业,11.46,2.21,990.0,-1.12,-1.43,2451,-6.07,-0.85,2406,-4.82,汽车零部件
352,300489,光智科技,285.06,2.83,877.0,-1.12,7.58,80,26.41,4.32,218,61.97,光学光电子
353,300192,科德教育,16.62,3.9,718.0,-1.13,-1.41,2208,0.06,-0.95,2277,2.72,教育
354,300829,金丹科技,13.82,0.8,1290.0,-1.14,-6.47,4358,-8.48,-7.28,4920,-12.81,化学制品
355,301061,匠心家居,33.9,-4.01,2808.0,-1.14,-3.09,3292,-6.25,-3.81,4247,-12.97,家居用品
356,300763,锦浪科技,84.12,4.12,686.0,-1.15,-2.5,2742,-8.62,-1.27,2467,-8.86,光伏设备
357,301296,新巨丰,5.96,-7.34,3717.0,-1.16,-6.27,4615,-5.7,-4.0,4341,-9.15,包装印刷
358,301117,佳缘科技,23.04,-0.51,1806.0,-1.16,-8.25,5058,-10.7,-4.25,4439,-6.83,计算机设备
359,300800,力合科技,9.33,2.24,988.0,-1.17,0.38,1507,-4.89,2.1,721,-7.99,环保设备Ⅱ
360,301317,鑫磊股份,64.91,4.51,633.0,-1.17,1.54,919,-3.84,1.9,723,10.9,通用设备
361,300205,*ST天喻,5.01,-15.32,5245.0,-1.18,-12.83,5511,-7.39,-11.99,5561,-8.74,通信设备
362,301223,中荣股份,15.92,7.62,332.0,-1.18,3.91,418,-2.81,2.86,492,-0.5,包装印刷
363,300160,秀强股份,4.18,-6.79,3578.0,-1.18,-3.34,3423,-7.52,-2.61,3633,-8.33,家电零部件Ⅱ
364,301286,侨源股份,56.34,4.62,618.0,-1.18,1.48,941,-4.18,-2.12,3068,-12.35,化学制品
365,300599,雄塑科技,10.75,-11.49,4687.0,-1.19,-7.21,4865,-13.86,-2.32,3472,-17.05,装修建材
366,301083,百胜智能,13.24,-7.05,3647.0,-1.19,0.0,1698,-4.82,0.73,1363,-5.36,专用设备
367,301185,鸥玛软件,14.97,-3.89,2767.0,-1.19,-2.71,3120,-9.49,-0.62,2245,-7.42,IT服务Ⅱ
368,300335,迪森股份,4.94,2.8,883.0,-1.2,-2.0,2779,-4.82,-3.37,4033,-6.44,电力
369,300975,商络电子,42.4,-3.4,2629.0,-1.21,-1.38,2430,-2.08,-0.51,2166,9.56,元件
370,300393,中来股份,7.27,-0.41,1793.0,-1.22,-7.97,4998,-8.32,-7.27,5242,-11.02,光伏设备
371,301008,宏昌科技,24.35,7.39,356.0,-1.22,0.15,1615,-1.77,0.05,1774,1.08,家电零部件Ⅱ
372,300228,富瑞特装,7.25,0.25,1412.0,-1.23,-7.02,4491,-6.93,-4.75,4317,-3.72,通用设备
373,300873,海晨股份,26.39,-12.7,4934.0,-1.24,-9.81,5304,-1.09,-4.64,4598,18.13,物流
374,301050,雷电微力,33.07,-8.72,4105.0,-1.25,-2.37,2952,-5.49,-1.35,2763,-1.61,军工电子Ⅱ
375,300193,佳士科技,7.92,-1.21,1998.0,-1.25,2.28,795,-2.94,0.91,1284,2.33,通用设备
376,300538,同益股份,16.94,1.15,1207.0,-1.28,0.24,1423,-5.94,-0.54,2005,-1.68,塑料
377,300809,华辰装备,26.97,-0.95,1942.0,-1.28,-7.51,4923,-15.64,-5.3,4833,-13.14,通用设备
378,301303,真兰仪表,16.94,-2.08,2246.0,-1.28,-1.1,2285,-5.78,1.23,1091,16.11,通用设备
379,300424,航新科技,16.01,7.28,363.0,-1.29,-3.1,3298,-12.32,-0.91,2455,-13.41,航空装备Ⅱ
380,300726,宏达电子,90.12,-2.59,2397.0,-1.29,1.86,924,5.51,-1.1,2605,39.94,军工电子Ⅱ
381,300984,金沃股份,49.44,-9.63,4306.0,-1.3,-10.35,5374,-14.3,-5.92,4998,-12.88,通用设备
382,300962,中金辐照,12.13,-6.34,3465.0,-1.3,-7.11,4837,-5.68,-3.16,3932,-5.97,专业服务
383,301119,正强股份,22.86,-4.88,3038.0,-1.3,-2.46,2990,-13.93,1.78,845,1.33,汽车零部件
384,300006,莱美药业,4.51,3.95,712.0,-1.31,-1.55,2283,-8.33,-1.37,2540,-9.8,化学制药
385,300712,永福股份,20.33,-0.89,1925.0,-1.31,-4.25,3849,-7.55,3.64,327,0.64,专业工程
386,300034,钢研高纳,17.17,-1.21,1996.0,-1.32,-5.58,4371,-8.18,-1.69,3005,3.75,航空装备Ⅱ
387,300234,开尔新材,11.23,-1.09,1954.0,-1.32,-4.12,3782,1.63,-2.5,3580,14.13,装修建材
388,301136,招标股份,11.19,0.14,1443.0,-1.32,-3.72,3326,-7.75,-3.29,3702,-9.02,工程咨询服务Ⅱ
389,300478,杭州高新,37.91,0.45,1361.0,-1.33,1.21,1053,-5.13,-1.47,2605,-1.84,塑料
390,301190,善水科技,16.24,-3.24,2589.0,-1.34,-8.94,5184,-10.92,-8.42,5376,-15.2,化学原料
391,300641,正丹股份,16.19,-3.35,2612.0,-1.34,-9.25,5226,-12.01,-0.9,2451,-1.16,化学制品
392,301116,益客食品,8.75,-4.9,3046.0,-1.35,-3.46,3490,-3.95,0.79,1335,-10.07,养殖业
393,300144,宋城演艺,5.81,-8.81,4124.0,-1.36,-5.79,4445,-4.6,-5.94,5004,-5.83,旅游及景区
394,301132,满坤科技,55.76,0.37,1378.0,-1.36,6.45,138,18.71,3.08,415,52.14,元件
395,300625,三雄极光,9.24,0.33,1388.0,-1.39,0.45,1336,-3.75,-0.91,2248,-7.6,照明设备Ⅱ
396,301090,华润材料,6.38,-8.41,4014.0,-1.39,-6.14,4567,-6.59,-6.58,5135,-7.4,塑料
397,301353,普莱得,16.87,0.07,1459.0,-1.4,-3.26,3108,-7.15,-2.38,3223,-9.79,通用设备
398,300950,德固特,16.2,2.28,979.0,-1.4,-0.88,2162,-7.53,1.02,1210,-4.71,专用设备
399,301004,嘉益股份,32.12,0.15,1438.0,-1.41,2.41,672,-6.38,1.49,895,-9.67,家居用品
400,301539,宏鑫科技,13.29,-2.88,2475.0,-1.41,-3.95,3721,-7.9,-1.62,2953,-8.6,汽车零部件
401,300217,东方电热,4.16,-11.75,4751.0,-1.42,-3.0,3246,-9.76,-3.21,3957,-9.57,家电零部件Ⅱ
402,300218,安利股份,11.8,1.54,1124.0,-1.42,-0.38,1737,-6.94,-0.79,2168,-6.13,塑料
403,301022,海泰科,22.29,-10.09,4414.0,-1.42,-5.77,4444,-11.3,-5.13,4788,-10.12,汽车零部件
404,301550,斯菱智驱,90.41,0.63,1321.0,-1.43,-5.18,3928,-9.64,-5.46,4550,-11.94,汽车零部件
405,301131,聚赛龙,32.76,4.24,664.0,-1.44,-0.27,1675,-5.86,-2.01,2989,-8.97,塑料
406,300885,海昌新材,23.93,-1.67,2125.0,-1.44,-2.62,3072,-9.12,-3.54,4125,-2.8,通用设备
407,300915,海融科技,19.71,-0.45,1801.0,-1.45,-0.72,2089,-5.01,-2.07,3302,-7.46,饮料乳品
408,300677,英科医疗,38.65,-2.72,2422.0,-1.45,-1.98,2762,-3.93,-4.31,4469,-16.43,医疗器械
409,300048,合康新能,4.74,-4.49,2934.0,-1.46,-2.36,2947,-6.51,-8.67,5394,-9.71,自动化设备
410,300439,美康生物,8.07,5.43,497.0,-1.47,-0.25,1668,-3.58,1.23,1002,-5.17,医疗器械
411,301372,科净源,31.35,-2.4,2352.0,-1.48,-5.21,4252,-10.02,-3.16,3933,-9.58,环境治理
412,300197,节能铁汉,1.98,3.13,826.0,-1.49,-6.61,4710,-12.78,-5.25,4820,-23.26,基础建设
413,301129,瑞纳智能,21.09,-3.5,2650.0,-1.49,-4.27,3858,-9.17,-3.05,3868,-9.29,通用设备
414,301113,雅艺科技,15.12,-4.68,2983.0,-1.5,-1.97,2759,-4.42,-2.05,3279,-9.68,家居用品
415,301613,新铝时代,36.76,-11.73,4748.0,-1.5,-4.26,3856,-9.9,-2.11,3330,-3.36,汽车零部件
416,300155,安居宝,3.93,1.55,1116.0,-1.5,0.33,1381,-8.18,-2.4,3234,-8.82,计算机设备
417,300158,振东制药,4.58,9.03,242.0,-1.51,-0.77,2110,-4.78,-5.94,5005,-8.95,中药Ⅱ
418,300118,东方日升,11.76,0.91,1264.0,-1.51,-10.82,5077,-11.65,-4.7,4300,-9.68,光伏设备
419,301313,凡拓数创,53.38,2.56,934.0,-1.51,-2.0,2778,-9.89,-1.52,2883,-4.01,数字媒体
420,301287,康力源,32.94,11.09,167.0,-1.52,-1.17,2324,-5.48,-1.64,2970,-8.85,文娱用品
421,300126,锐奇股份,5.82,-2.25,2302.0,-1.52,0.0,1694,-5.21,-1.14,2626,-8.92,通用设备
422,301456,盘古智能,23.13,1.07,1224.0,-1.53,0.6,1288,-7.11,0.51,1384,-9.51,风电设备
423,300700,岱勒新材,22.48,-7.24,3695.0,-1.53,0.82,1306,-8.43,-0.51,2172,-1.62,通用设备
424,300649,杭州园林,27.08,5.19,541.0,-1.53,3.6,440,-3.08,2.77,482,4.56,基础建设
425,300994,久祺股份,10.87,-7.14,3670.0,-1.54,-2.02,2792,-4.4,-3.38,4041,-8.96,摩托车及其他
426,300483,首华燃气,17.94,-5.55,3224.0,-1.54,-3.8,3653,-7.86,-1.06,2575,-3.7,燃气Ⅱ
427,300329,海伦钢琴,11.35,2.6,925.0,-1.56,-5.07,4193,-4.78,-5.72,4948,-5.81,文娱用品
428,301578,辰奕智能,20.78,-1.57,2092.0,-1.56,-1.27,2369,-3.12,-1.18,2649,-7.31,黑色家电
429,300532,今天国际,6.25,1.81,1071.0,-1.57,-5.36,4297,-6.58,-3.34,4022,-5.02,IT服务Ⅱ
430,300510,金冠股份,3.14,4.13,685.0,-1.57,1.3,1021,-5.99,-0.31,1860,-7.1,电网设备
431,300564,筑博设计,11.29,-3.15,2561.0,-1.57,-0.23,1835,-5.68,2.59,569,-5.44,工程咨询服务Ⅱ
432,300140,节能环境,4.97,-5.64,3254.0,-1.58,-3.96,3724,-5.33,-3.62,4163,-6.93,环境治理
433,300165,天瑞仪器,5.56,-4.11,2835.0,-1.59,-5.2,4245,-8.4,-1.32,2730,1.65,通用设备
434,300408,三环集团,161.02,1.88,1054.0,-1.59,-0.81,2127,1.98,0.21,1672,22.33,元件
435,300787,海能实业,9.28,-8.2,3949.0,-1.59,0.24,1571,-3.13,-0.14,1916,2.77,消费电子
436,300904,威力传动,41.28,1.11,1217.0,-1.6,-0.38,1739,-7.86,-1.48,2615,-7.71,风电设备
437,301283,聚胶股份,25.14,-9.05,4173.0,-1.6,-1.44,2462,-9.47,0.44,1537,-2.44,化学制品
438,301048,金鹰重工,8.61,-1.87,2185.0,-1.6,0.55,1441,-4.23,0.03,1790,-3.26,轨交设备Ⅱ
439,300664,鹏鹞环保,4.27,-16.15,5322.0,-1.61,-9.16,5214,-5.32,-9.99,5495,-9.34,环境治理
440,300908,仲景食品,22.13,-5.89,3334.0,-1.64,-1.53,2516,-3.32,0.89,1296,-6.62,调味发酵品Ⅱ
441,301586,佳力奇,33.0,-6.6,3531.0,-1.64,-5.4,4308,-10.45,-2.63,3648,-4.51,航空装备Ⅱ
442,300977,深圳瑞捷,16.2,-3.84,2753.0,-1.64,3.55,484,-7.85,2.26,673,-1.28,工程咨询服务Ⅱ
443,301311,昆船智能,13.17,-5.46,3200.0,-1.64,-6.92,4778,-6.93,-4.93,4714,-6.66,通用设备
444,300952,恒辉安防,17.32,4.3,657.0,-1.65,-1.17,2091,-9.79,-3.42,3764,-13.1,服装家纺
445,300733,西菱动力,12.55,1.11,1213.0,-1.65,-5.36,3987,-15.37,-1.21,2436,-11.74,汽车零部件
446,300843,胜蓝股份,138.63,-1.63,2112.0,-1.67,-1.93,2737,9.33,1.13,1139,54.86,消费电子
447,300797,钢研纳克,13.57,-1.52,2078.0,-1.67,0.22,1584,-5.5,-0.46,2141,1.57,专业服务
448,300172,中电环保,4.13,-16.85,5371.0,-1.67,-7.03,4807,-6.77,-2.89,3777,-7.61,环境治理
449,300847,中船汉光,12.93,-10.52,4507.0,-1.67,-5.57,4369,-7.84,-2.48,3568,-6.3,计算机设备
450,300667,必创科技,16.39,-3.13,2560.0,-1.68,-6.42,4659,-15.12,-2.16,3367,-16.25,通用设备
451,301102,兆讯传媒,8.7,-0.48,1811.0,-1.69,-0.28,1860,-13.0,-2.22,3401,-8.52,广告营销
452,301332,德尔玛,7.58,-12.33,4871.0,-1.69,-3.93,3709,-7.9,-4.42,4516,-11.24,小家电
453,301035,润丰股份,46.03,-7.27,3701.0,-1.69,-3.39,3463,-7.59,-0.82,2395,-9.92,农化制品
454,301047,义翘神州,61.1,1.39,1159.0,-1.69,0.81,1192,0.84,-0.44,1946,3.21,生物制品
455,301519,舜禹股份,11.08,-4.79,3014.0,-1.69,0.87,1289,-5.62,1.08,1172,-9.4,环境治理
456,301063,海锅股份,16.92,-8.34,3990.0,-1.69,-3.18,3342,-6.73,-1.57,2919,-8.98,专用设备
457,300099,尤洛卡,6.34,1.29,1177.0,-1.71,-6.38,4329,-13.15,-9.21,5121,-18.19,专用设备
458,300074,华平股份,3.44,2.7,900.0,-1.71,1.51,1027,-7.53,1.11,1146,-9.47,软件开发
459,300137,先河环保,17.24,-8.25,3965.0,-1.71,0.39,1502,-1.88,-0.3,2028,3.86,环保设备Ⅱ
460,300999,金龙鱼,23.46,-8.31,3980.0,-1.72,-4.43,3929,-3.77,-5.08,4764,-5.67,农产品加工
461,300793,佳禾智能,11.4,-7.83,3846.0,-1.72,-6.11,4557,-8.43,-4.75,4640,-5.24,消费电子
462,301087,可孚医疗,43.66,2.8,884.0,-1.73,1.94,901,-2.76,1.74,866,-0.02,医疗器械
463,300512,中亚股份,6.82,-1.18,1988.0,-1.73,-0.3,1869,-6.45,-1.37,2782,-7.71,专用设备
464,300284,苏交科,5.09,-5.8,3305.0,-1.74,-8.04,5015,-8.29,-5.28,4825,-9.75,工程咨询服务Ⅱ
465,300426,华智数媒,5.05,-7.2,3686.0,-1.75,-2.77,3145,-7.85,-3.14,3916,-7.85,影视院线
466,300556,丝路视觉,17.83,-0.34,1779.0,-1.76,-0.32,1881,-7.47,-1.33,2739,-14.73,软件开发
467,300813,泰林生物,18.38,-1.99,2221.0,-1.76,-0.6,2026,-6.13,-1.52,2886,-6.18,专用设备
468,300823,建科智能,14.38,3.25,810.0,-1.78,0.08,1654,-7.05,-1.48,2854,-9.16,专用设备
469,300582,英飞特,12.66,0.57,1335.0,-1.78,-11.0,5088,-11.72,-9.98,5168,-8.26,光学光电子
470,300886,华业香料,19.92,-0.14,1730.0,-1.78,-1.12,2300,-7.35,-0.89,2444,-13.01,化妆品
471,300784,利安科技,43.89,-6.33,3459.0,-1.79,-1.5,2501,-7.41,3.21,419,2.81,消费电子
472,301009,可靠股份,8.22,1.11,1216.0,-1.79,-4.47,3643,-7.01,-0.77,2151,-5.3,个护用品
473,300189,神农种业,4.4,-6.7,3554.0,-1.79,-5.54,4353,-8.14,-4.93,4711,-10.2,种植业
474,300851,交大思诺,22.45,3.07,837.0,-1.79,-1.81,2674,-5.27,-1.5,2873,-7.73,轨交设备Ⅱ
475,301522,上大股份,26.14,-1.65,2120.0,-1.8,-5.2,4246,-9.05,-3.53,4119,1.48,金属新材料
476,300965,恒宇信通,42.99,-0.17,1741.0,-1.8,-1.26,2365,-8.06,-1.04,2564,-8.55,航空装备Ⅱ
477,301516,中远通,14.22,-3.74,2726.0,-1.8,-3.82,3663,-9.77,-1.47,2846,-5.64,其他电源设备Ⅱ
478,300928,华安鑫创,29.23,-1.52,2080.0,-1.81,1.33,1120,-5.74,0.2,1686,-0.98,汽车零部件
479,301498,乖宝宠物,38.78,-6.18,3416.0,-1.82,-4.67,4029,-5.11,-4.27,4451,-4.01,饲料
480,301505,苏州规划,16.16,-0.68,1877.0,-1.82,-2.13,2848,-7.92,-3.01,3847,-10.77,工程咨询服务Ⅱ
481,300960,通业科技,15.68,-9.55,4290.0,-1.82,-2.13,2848,-5.83,-1.5,2872,-6.39,轨交设备Ⅱ
482,300806,斯迪克,115.72,-5.93,3345.0,-1.83,-2.55,3044,14.01,-0.82,2388,34.71,塑料
483,300796,贝斯美,6.42,-8.82,4127.0,-1.83,-5.53,4353,-5.03,-4.78,4651,-9.58,农化制品
484,300892,品渥食品,19.29,-5.99,3366.0,-1.83,-6.18,4583,-6.59,-3.7,4189,-10.86,饮料乳品
485,300621,维业股份,6.39,-5.27,3149.0,-1.84,0.87,1288,-5.89,-0.37,2081,-9.36,装修装饰Ⅱ
486,301059,金三江,11.21,-3.7,2704.0,-1.84,-8.92,5177,-8.49,-3.07,3875,-20.27,化学制品
487,300940,南极光,14.83,-7.79,3838.0,-1.85,-5.87,4473,-7.6,-3.76,4226,-6.44,光学光电子
488,300500,启迪设计,9.03,-0.27,1766.0,-1.85,1.42,1078,-6.23,0.49,1519,-10.24,工程咨询服务Ⅱ
489,300609,汇纳科技,32.42,-0.24,1757.0,-1.85,1.23,1159,-3.91,-1.38,2794,2.53,IT服务Ⅱ
490,300388,节能国祯,6.36,2.88,865.0,-1.85,-6.84,4759,-7.83,-4.66,4610,-8.75,环境治理
491,301109,军信股份,12.76,-0.54,1825.0,-1.85,-1.16,2312,-5.27,-1.78,3078,-1.85,环境治理
492,300096,ST易联众,9.5,-5.34,3169.0,-1.86,-0.98,2220,-3.06,4.97,146,25.0,IT服务Ⅱ
493,300414,中光防雷,11.05,-8.5,4034.0,-1.87,-7.92,4987,-8.22,-5.09,4768,-6.28,通信设备
494,300106,西部牧业,9.95,-0.1,1723.0,-1.87,-3.4,3465,-10.2,-2.39,3510,-15.75,饮料乳品
495,301167,建研设计,12.51,-6.71,3560.0,-1.88,1.95,899,-6.99,1.12,1145,-10.96,工程咨询服务Ⅱ
496,301156,美农生物,10.98,-1.77,2160.0,-1.88,1.0,1236,-7.73,0.47,1528,-11.45,化学制品
497,300699,光威复材,27.18,-7.18,3680.0,-1.88,-4.53,3967,-4.77,-2.36,3497,1.46,航空装备Ⅱ
498,300883,龙利得,6.27,4.21,667.0,-1.88,-11.01,5089,-0.79,-16.12,5275,-1.57,包装印刷
499,300256,星星科技,2.6,1.55,1115.0,-1.89,1.91,820,-8.13,-0.79,2164,-6.47,消费电子
500,300371,汇中股份,9.87,2.89,864.0,-1.89,1.14,1193,-5.37,1.28,1073,-6.09,通用设备
501,300897,山科智能,14.56,-8.54,4049.0,-1.89,-3.17,3335,-3.89,-5.71,4943,-7.96,通用设备
502,300083,创世纪,12.91,1.31,1171.0,-1.9,3.71,418,10.34,2.02,686,23.78,自动化设备
503,300987,川网传媒,12.42,-4.32,2897.0,-1.9,-0.75,2101,-6.55,0.36,1582,-6.62,数字媒体
504,301049,超越科技,17.93,1.86,1062.0,-1.91,0.05,1664,-6.13,1.12,1144,-10.13,环境治理
505,301163,宏德股份,21.92,6.11,427.0,-1.92,1.82,844,-6.32,-0.49,1975,-10.42,风电设备
506,300281,金明精机,6.14,1.93,1044.0,-1.92,-2.81,3159,-10.5,-1.07,2580,-13.4,专用设备
507,300535,达威股份,13.81,0.59,1331.0,-1.92,0.3,1394,-5.09,1.69,811,-8.3,化学制品
508,300370,安控科技,2.04,-6.19,3417.0,-1.92,-6.22,4596,-7.69,-3.99,4335,-10.92,通用设备
509,301187,欧圣电气,14.14,-4.15,2848.0,-1.94,-1.85,2697,-13.04,-3.26,3988,-13.36,小家电
510,300581,晨曦航空,10.98,2.63,916.0,-1.96,-0.94,2191,-8.04,4.75,172,0.09,航空装备Ⅱ
511,300105,龙源技术,7.51,-3.77,2734.0,-1.96,-3.26,3385,6.98,-0.36,2071,13.44,其他电源设备Ⅱ
512,301056,森赫股份,11.49,-6.78,3575.0,-1.96,3.1,576,-3.77,0.96,1252,-6.51,专用设备
513,301255,通力科技,21.27,-4.7,2987.0,-1.98,-6.13,4562,-10.78,-3.75,4219,-9.06,通用设备
514,301557,常友科技,87.28,0.7,1305.0,-1.98,2.31,708,-4.51,2.2,634,0.65,风电设备
515,301024,霍普股份,39.65,-3.57,2670.0,-1.98,-0.8,2126,-13.05,0.46,1530,-6.09,工程咨询服务Ⅱ
516,301488,豪恩汽电,125.0,0.95,1232.0,-1.99,-5.8,4134,-12.06,-4.34,4165,-14.91,汽车零部件
517,301339,通行宝,10.35,3.62,752.0,-1.99,-2.79,2874,-7.01,-0.57,2022,-4.61,计算机设备
518,301212,联盛化学,23.18,-1.14,1981.0,-1.99,2.07,860,-6.53,0.24,1662,-9.77,化学制品
519,301100,风光股份,14.26,-0.57,1835.0,-1.99,-2.35,2945,-3.45,-2.99,3838,-7.16,化学制品
520,301106,骏成科技,22.16,1.5,1136.0,-1.99,3.57,447,-5.02,3.59,318,11.86,光学光电子
521,300862,蓝盾光电,19.65,5.25,530.0,-2.0,0.76,1212,-8.9,0.16,1567,-7.14,通用设备
522,300543,朗科智能,7.31,-6.03,3379.0,-2.01,-3.34,3425,-7.47,-3.4,4048,-9.19,家电零部件Ⅱ
523,301298,东利机械,11.72,-3.95,2785.0,-2.01,-0.99,2223,-7.42,-0.14,1917,-9.92,汽车零部件
524,300549,优德精密,13.18,-1.79,2166.0,-2.01,-0.28,1861,-8.09,-0.02,1841,-9.73,专用设备
525,300436,广生堂,89.87,2.96,854.0,-2.01,1.05,1216,1.95,1.98,761,4.93,化学制药
526,301428,世纪恒通,36.63,-6.4,3479.0,-2.01,-0.04,1754,-3.22,1.67,895,-1.8,通信服务
527,301006,迈拓股份,12.69,-2.11,2260.0,-2.01,2.81,639,-5.65,1.65,907,-9.42,通用设备
528,300805,电声股份,7.32,-3.38,2624.0,-2.01,-3.64,3575,-7.34,-2.05,3278,-6.75,广告营销
529,301039,中集车辆,6.82,-0.1,1722.0,-2.01,-1.7,2606,-6.19,1.58,939,-11.08,商用车
530,300491,通合科技,37.62,1.72,1083.0,-2.01,1.75,961,-3.24,1.35,1040,29.46,其他电源设备Ⅱ
531,301518,长华化学,27.62,0.1,1455.0,-2.02,-0.37,1732,-2.88,-2.61,3349,-6.31,化学制品
532,300910,瑞丰新材,27.66,-10.12,4420.0,-2.02,-3.52,3514,-4.75,-4.15,4397,-11.29,化学制品
533,300876,蒙泰高新,14.93,-6.34,3462.0,-2.03,-4.2,3825,-8.96,-2.27,3436,-11.92,化学纤维
534,300640,德艺文创,5.31,-8.09,3915.0,-2.03,-1.28,2373,-7.01,-0.98,2521,-10.91,家居用品
535,300623,捷捷微电,40.54,-13.95,5116.0,-2.03,-1.46,2476,8.57,-1.45,2830,25.98,半导体
536,300560,中富通,19.68,-2.93,2527.0,-2.04,2.25,810,4.96,-0.24,1988,14.29,通信服务
537,300824,北鼎股份,7.21,-9.54,4288.0,-2.04,-6.18,4581,-7.21,-3.14,3917,-10.99,小家电
538,301099,雅创电子,92.09,-3.03,2541.0,-2.05,-2.8,3160,-1.32,-1.28,2704,25.17,其他电子Ⅱ
539,300278,华昌达,3.81,-5.61,3242.0,-2.06,-5.68,4408,-12.61,-2.25,3420,-10.56,自动化设备
540,300466,赛摩智能,7.08,-6.14,3406.0,-2.07,-2.11,2836,-6.47,-1.95,3212,-7.09,通用设备
541,301558,三态股份,6.15,-1.35,2032.0,-2.07,0.67,1385,-6.68,0.86,1306,-5.82,互联网电商
542,300795,米奥会展,8.5,2.51,942.0,-2.07,-4.37,3898,-5.87,-2.26,3430,-7.31,专业服务
543,301229,纽泰格,12.31,-8.6,4059.0,-2.07,-3.26,3387,-7.72,-4.91,4707,-10.34,汽车零部件
544,301469,恒达新材,28.1,-13.14,4996.0,-2.09,-3.47,3497,-7.32,-1.33,2746,-3.5,造纸
545,300879,大叶股份,15.84,-11.51,4692.0,-2.1,-6.25,4610,-9.12,-3.4,4052,-11.56,专用设备
546,301073,君亭酒店,18.66,-1.74,2154.0,-2.1,0.23,1578,-4.6,-1.69,3007,-6.61,酒店餐饮
547,301520,万邦医药,23.71,3.41,775.0,-2.11,1.84,927,-2.83,0.64,1418,-5.24,医疗服务
548,301548,崇德科技,92.34,-1.31,2037.0,-2.11,2.3,790,19.07,2.39,631,30.06,通用设备
549,300527,ST应急,6.49,-10.46,4491.0,-2.11,-14.41,5557,-9.86,-9.05,5430,-9.36,地面兵装Ⅱ
